1337002304636;1337002373382;RADAR_FIXE;2.5512313842773438;48.836701380837546
1337002306544;1337002318407;ACCIDENT;2.5867652893066406;48.83398957668602
1337002308102;1337007455839;ACCIDENT;2.552947998046875;48.825853283448225
1337002353277;1337007456327;ACCIDENT;2.5797271728515625;48.823932021408936
1337006406026;1337006840857;RADAR_FIXE;2.5592994689941406;48.83545848882338
1337006881036;1337006886067;ACCIDENT;2.5587844848632812;48.83602344356169
1337007452861;1337007632903;ACCIDENT;2.577838897705078;48.85082298753756
1337007458629;1337007465597;DIVERS;2.543506622314453;48.8369273578907
1337007621311;1337007628529;ACCIDENT;2.5426483154296875;48.83613643374479
1337007623883;1337007635134;DIVERS;2.591400146484375;48.833763586380535
1337007818943;1337009298877;ACCIDENT;2.5519180297851562;48.83658839192871
1337009201778;1337009301465;RADAR_FIXE;2.5824737548828125;48.835119512922155
1337009297462;0;ACCIDENT;2.5594711303710938;48.82845252073477
1337009321719;0;ACCIDENT;2.5889968872070312;48.83478053472729
1337009360085;0;RADAR_FIXE;2.543163299560547;48.836814369491535
1337009364055;0;DIVERS;2.566852569580078;48.850484115612424
